"FileName","NB_whistle_mean_time","nbVolume","Study_Area","SiteID","Site_Number","Recording_Time","Date_Time","Date","Time"
"LC_ARU4_20240629_062500.wav",9.87,-3.99,"LC","ARU4",4,"0625",2024-06-29 06:25:09.87,2024-06-29,"06:25:09"
"LC_ARU4_20240629_062500.wav",23.43,-3.88,"LC","ARU4",4,"0625",2024-06-29 06:25:23.43,2024-06-29,"06:25:23"
"LC_ARU4_20240629_062500.wav",111.48,-3.76,"LC","ARU4",4,"0625",2024-06-29 06:26:51.48,2024-06-29,"06:26:51"
"LC_ARU4_20240629_062500.wav",133.96,-5.52,"LC","ARU4",4,"0625",2024-06-29 06:27:13.96,2024-06-29,"06:27:13"
"LC_ARU4_20240629_062500.wav",202.87,-3.75,"LC","ARU4",4,"0625",2024-06-29 06:28:22.87,2024-06-29,"06:28:22"
"LC_ARU4_20240629_062500.wav",313.21,-4.04,"LC","ARU4",4,"0625",2024-06-29 06:30:13.21,2024-06-29,"06:30:13"
"LC_ARU4_20240629_062500.wav",357.42,-4.01,"LC","ARU4",4,"0625",2024-06-29 06:30:57.42,2024-06-29,"06:30:57"
"LC_ARU4_20240629_062500.wav",387.7,-4.22,"LC","ARU4",4,"0625",2024-06-29 06:31:27.7,2024-06-29,"06:31:27"
"LC_ARU4_20240629_062500.wav",398.85,-3.88,"LC","ARU4",4,"0625",2024-06-29 06:31:38.85,2024-06-29,"06:31:38"
"LC_ARU4_20240629_062500.wav",524.98,-3.76,"LC","ARU4",4,"0625",2024-06-29 06:33:44.98,2024-06-29,"06:33:44"
"LC_ARU4_20240629_062500.wav",576.44,-4.24,"LC","ARU4",4,"0625",2024-06-29 06:34:36.44,2024-06-29,"06:34:36"
"LC_ARU4_20240629_062500.wav",609.13,-4.12,"LC","ARU4",4,"0625",2024-06-29 06:35:09.13,2024-06-29,"06:35:09"
"LC_ARU4_20240629_062500.wav",641.27,-4.67,"LC","ARU4",4,"0625",2024-06-29 06:35:41.27,2024-06-29,"06:35:41"
"LC_ARU4_20240629_062500.wav",1346.41,-4.66,"LC","ARU4",4,"0625",2024-06-29 06:47:26.41,2024-06-29,"06:47:26"
"LC_ARU4_20240703_062500.wav",165.54,-5.08,"LC","ARU4",4,"0625",2024-07-03 06:27:45.54,2024-07-03,"06:27:45"
"LC_ARU4_20240703_062500.wav",551.73,-4.84,"LC","ARU4",4,"0625",2024-07-03 06:34:11.73,2024-07-03,"06:34:11"
"LC_ARU4_20240703_062500.wav",947.4,-6.17,"LC","ARU4",4,"0625",2024-07-03 06:40:47.4,2024-07-03,"06:40:47"
